train/global_step,fragrant-sea-49 - train/reward
3040,0.7693333446979522
3050,0.7931250154972076
3060,0.7468750178813934
3070,0.7714166760444641
3080,0.7760416746139527
3090,0.712291669845581
3100,0.7628750145435333
3110,0.7683333456516266
3120,0.756250011920929
3130,0.7810000121593476
3140,0.7775000095367431
3150,0.7941666722297669
3160,0.7887500107288361
3170,0.7506250143051147
3180,0.7737500190734863
3190,0.7828333497047424
3200,0.7733333468437195
3210,0.770250016450882
3220,0.7804166734218597
3230,0.7633333444595337
3240,0.7891666769981385
3250,0.7813333451747895
3260,0.7855000078678132
3270,0.774833333492279
3280,0.7739166915416718
3290,0.7845833420753479
3300,0.7189583480358124
3310,0.7743750154972077
3320,0.7761666774749756
3330,0.7595000028610229
3340,0.7616666793823242
3350,0.7494166731834412
3360,0.720208340883255
3370,0.7790000081062317
3380,0.7812500178813935
3390,0.7931250154972076
3400,0.7852916777133941
3410,0.7853333473205566
3420,0.7337500184774399
3430,0.790833342075348
3440,0.7633333444595337
3450,0.7580000102519989
3460,0.7766666769981384
3470,0.779583352804184
3480,0.7586666762828826
3490,0.7280833452939988
3500,0.6663333445787429
3510,0.7575000107288361
3520,0.7771250069141388
3530,0.7868750154972076
3540,0.7380833506584168
3550,0.7659166812896728
3560,0.7693333387374878
3570,0.7600000143051148
3580,0.779583340883255
3590,0.7523750066757202
3600,0.7816666781902313
3610,0.7602083444595337
3620,0.7808333396911621
3630,0.7501250147819519
3640,0.7639166831970214
3650,0.7993750154972077
3660,0.7952083349227905
3670,0.7911666691303253
3680,0.7230833441019058
3690,0.7918750166893005
3700,0.7832916855812073
3710,0.782666677236557
3720,0.791875010728836
3730,0.7593333423137665
3740,0.7850000143051148
3750,0.7500000149011612
3760,0.7461666762828827
3770,0.7750000119209289
3780,0.7853333413600921
3790,0.7731666743755341
3800,0.7770000100135803
3810,0.7943750143051147
3820,0.7791666746139526
3830,0.781166672706604
3840,0.7941666722297669
3850,0.7893333375453949
3860,0.785833340883255
3870,0.7401666760444641
3880,0.7910000026226044
3890,0.7576250016689301
3900,0.781166672706604
3910,0.7829166769981384
3920,0.7903750121593476
3930,0.7775000154972076
3940,0.778083336353302
3950,0.7595416843891144
3960,0.7696666657924652
3970,0.7583333402872086
3980,0.7531666815280914
3990,0.7723750174045563
4000,0.7572500109672546
4010,0.782500010728836
4020,0.7715833306312561
4030,0.7756250202655792
4040,0.7703750133514404
4050,0.7626250207424163
4060,0.784333336353302
4070,0.7780833423137665
4080,0.7429166734218597
4090,0.7540000081062317
4100,0.7683333456516266
4110,0.7860000133514404
4120,0.7760000109672547
4130,0.784333348274231
4140,0.7808333516120911
4150,0.7399583458900452
4160,0.7714583456516266
4170,0.7818750143051147
4180,0.7683333456516266
4190,0.800000011920929
4200,0.7808333396911621
4210,0.7820833504199982
4220,0.7768750011920929
4230,0.7808333396911621
4240,0.7833333432674408
4250,0.7705416858196259
4260,0.7909583389759064
4270,0.7386666804552078
4280,0.7877083480358124
4290,0.7918750166893005
4300,0.7267916679382325
4310,0.7541666746139526
4320,0.7687500178813934
4330,0.7712916791439056
4340,0.715500009059906
4350,0.7701666712760925
4360,0.7837500154972077
4370,0.7750000119209289
4380,0.7181250095367432
4390,0.7308333456516266
4400,0.7620833396911622
4410,0.7775000095367431
4420,0.7866666734218597
4430,0.7598750174045563
4440,0.7441250205039978
4450,0.7805000007152557
4460,0.7760000109672547
4470,0.7737500131130218
4480,0.7793333411216736
4490,0.7466666787862778
4500,0.7645833432674408
4510,0.7540833532810212
4520,0.7700000107288361
4530,0.7616666793823242
4540,0.7675000071525574
4550,0.7926250100135803
4560,0.7839583456516266
4570,0.7488333404064178
4580,0.7816666722297668
4590,0.7902083456516266
4600,0.7663750052452087
4610,0.7437500149011612
4620,0.7850000083446502
4630,0.7575000107288361
4640,0.7810000121593476
4650,0.7680833399295807
4660,0.7813333332538605
4670,0.7895000100135803
4680,0.7560000121593475
4690,0.7914583444595337
4700,0.7619166791439056
4710,0.7776666760444642
4720,0.7772500157356262
4730,0.7838333427906037
4740,0.7841666758060455
4750,0.753250002861023
4760,0.7695833444595337
4770,0.7463750064373016
4780,0.7688750088214874
4790,0.7629166722297669
4800,0.7950000107288361
4810,0.7782083511352539
4820,0.7776666760444642
4830,0.7778750061988831
4840,0.7767916679382324
4850,0.764083343744278
4860,0.7645833492279053
4870,0.7827500164508819
4880,0.7583333432674408
4890,0.7647500097751617
4900,0.7830833494663239
4910,0.7621666789054871
4920,0.7393333494663239
4930,0.7473333418369293
4940,0.7749583423137665
4950,0.7925000071525574
4960,0.7843333423137665
4970,0.7585416793823242
4980,0.7982500076293946
4990,0.7950000107288361
5000,0.7938750147819519
5010,0.7661666810512543
5020,0.7897083461284637
5030,0.7447916805744171
5040,0.7632083356380462
5050,0.7562916815280915
5060,0.7706250131130219
5070,0.7850000143051148
5080,0.7617083489894867
5090,0.7772083461284638
5100,0.7779166758060455
5110,0.7695000112056732
5120,0.7945000052452087
5130,0.7800000190734864
5140,0.7835000038146973
5150,0.7947916746139526
5160,0.7767083406448364
5170,0.7875
5180,0.7605000078678131
5190,0.7603333413600921
5200,0.7927500069141388
5210,0.7877083480358124
5220,0.7471250057220459
5230,0.7757500052452088
5240,0.7727083504199982
5250,0.7818333446979523
5260,0.7525833427906037
5270,0.7862083435058593
5280,0.7872083425521851
5290,0.7715000152587891
5300,0.7862083435058593
5310,0.7910000085830688
5320,0.7993750154972077
5330,0.73416668176651
5340,0.7627083480358123
5350,0.7893333435058594
5360,0.7617500126361847
5370,0.7966666758060456
5380,0.7631666660308838
5390,0.7619166851043702
5400,0.7900000095367432
5410,0.7890327513217926
5420,0.7900000095367432
5430,0.7793750166893005
5440,0.7687500178813934
5450,0.7701666712760925
5460,0.7900000214576721
5470,0.7548750013113021
5480,0.759208345413208
5490,0.7375833451747894
5500,0.768375015258789
5510,0.7622916758060455
5520,0.7768750071525574
5530,0.7941666781902313
5540,0.7905000030994416
5550,0.7297500163316727
5560,0.7562916815280915
5570,0.7313333511352539
5580,0.781125009059906
5590,0.7883333444595337
5600,0.7658333480358124
5610,0.7708333492279053
5620,0.7578333556652069
5630,0.7823333382606507
5640,0.7887500166893006
5650,0.7600000143051148
5660,0.7873333394527435
5670,0.7785416722297669
5680,0.7727083444595337
5690,0.7883333444595337
5700,0.7822500109672547
5710,0.7860000133514404
5720,0.7567916691303254
5730,0.7663333356380463
5740,0.7637500166893005
5750,0.7950000107288361
5760,0.7849583446979522
5770,0.7933333456516266
5780,0.7741666734218597
5790,0.7866250097751617
5800,0.7460000097751618
5810,0.7789583384990693
5820,0.7512083411216736
5830,0.7557500064373016
5840,0.7749583482742309
5850,0.7813333451747895
5860,0.7541666805744172
5870,0.7518750071525574
5880,0.7684722244739532
5890,0.7960000097751617
5900,0.7727500140666962
5910,0.7658333420753479
5920,0.7863750159740448
5930,0.7962500154972076
5940,0.774750006198883
5950,0.7933333456516266
5960,0.7607500076293945
5970,0.7638750076293945
5980,0.7677916765213013
5990,0.7933333456516266
6000,0.7816250145435333
6010,0.7479166746139526
6020,0.7870833456516266
6030,0.7908750176429749
6040,0.7678750038146973
6050,0.7693333446979522
6060,0.7833333432674408
6070,0.7600000113248825
6080,0.754541677236557
6090,0.7703750133514404
6100,0.757708340883255
6110,0.7902083396911621
6120,0.7866666793823243
6130,0.7540000081062317
6140,0.7860000133514404
6150,0.7995000064373017
6160,0.7756250143051148
6170,0.7787916660308838
6180,0.7583333551883698
6190,0.7793750166893005
6200,0.7945000052452087
6210,0.7971250116825104
6220,0.7333333373069764
6230,0.7866666734218597
6240,0.7631250143051147
6250,0.7689583480358124
6260,0.7933333396911622
6270,0.7673333406448364
6280,0.7727083384990692
6290,0.7864583492279053
6300,0.7832500100135803
6310,0.7933333456516266
6320,0.7854166865348816
6330,0.7740416824817657
6340,0.7681250274181366
6350,0.7580000162124634
6360,0.7663750171661377
6370,0.7866250157356263
6380,0.7864166796207428
6390,0.7833333492279053
6400,0.768708348274231
6410,0.75291668176651
6420,0.7933750152587891
6430,0.7898333489894866
6440,0.7760000169277191
6450,0.7843750178813934
6460,0.784333348274231
6470,0.7750000119209289
6480,0.7816666781902313
6490,0.7920833468437195
6500,0.7481250166893005
6510,0.7712500095367432
6520,0.7408750116825104
6530,0.7926666736602783
6540,0.7975000083446503
6550,0.7568333327770234
6560,0.793750011920929
6570,0.7660000145435333
6580,0.7580833435058594
6590,0.7993750154972077
6600,0.7872500121593475
6610,0.7682500183582306
6620,0.7854166805744172
6630,0.7906250119209289
6640,0.800000011920929
6650,0.7883333444595337
6660,0.7773333430290222
6670,0.7932500064373016
6680,0.7722083389759063
6690,0.7935000061988831
6700,0.7633333504199982
6710,0.7693750143051148
6720,0.7843333423137665
6730,0.7620000123977662
6740,0.7941666722297669
6750,0.7843750059604645
6760,0.7792083382606506
